Tiempo en seg,Referencia,Salida,Estado 1 (VC1),Control (Vi)
118781.40706,0.59,0.6,1.2,1.73
118781.4709031,0.59,0.6,1.21,1.71
118781.5242033,0.59,0.6,1.21,1.71
118781.5826049,0.59,0.6,1.21,1.7
118781.6463166,0.59,0.6,1.21,1.71
118781.7104572,0.59,0.6,1.21,1.71
118781.7750305,0.59,0.6,1.21,1.71
118781.8390142,0.59,0.6,1.21,1.66
118781.9018378,0.59,0.6,1.2,1.73
118781.9658326,0.59,0.6,1.21,1.71
118782.0301093,0.59,0.6,1.21,1.71
118782.0940431,0.59,0.6,1.21,1.71
118782.1567172,0.59,0.6,1.2,1.73
118782.2205737,0.59,0.6,1.21,1.71
118782.2837267,0.59,0.6,1.2,1.72
118782.3469379,0.59,0.6,1.21,1.71
118782.4109937,0.59,0.6,1.2,1.73
118782.4743513,0.59,0.6,1.21,1.71
118782.5386912,0.59,0.6,1.2,1.73
118782.6028804,0.59,0.6,1.21,1.71
118782.6657563,0.59,0.6,1.21,1.71
118782.7173792,0.59,0.6,1.21,1.71
118782.7788308,0.59,0.6,1.21,1.71
118782.8427991,0.59,0.6,1.21,1.71
118782.9066048,0.59,0.6,1.21,1.71
118782.9705846,0.59,0.6,1.21,1.71
118783.0345494,0.59,0.6,1.21,1.71
118783.0984616,0.59,0.6,1.2,1.73
118783.1617592,0.59,0.6,1.21,1.71
118783.2246118,0.59,0.6,1.21,1.71
118783.2783114,0.59,0.6,1.21,1.71
118783.3360075,0.59,0.6,1.21,1.71
118783.3985391,0.59,0.6,1.21,1.71
118783.4625022,0.59,0.6,1.21,1.71
118783.5261655,0.59,0.6,1.21,1.71
118783.5896967,0.59,0.6,1.21,1.67
118783.6541682,0.59,0.6,1.21,1.71
118783.7181605,0.59,0.6,1.2,1.73
118783.7687296,0.59,0.6,1.21,1.71
118783.8188592,0.59,0.61,1.21,1.69
118783.8692286,0.59,0.6,1.21,1.71
118783.9196348,0.59,0.6,1.21,1.7
118783.9727248,0.59,0.6,1.2,1.73
118784.0367654,0.59,0.6,1.21,1.66
118784.0870895,0.59,0.6,1.2,1.72
118784.1372314,0.59,0.6,1.2,1.72
118784.1895881,0.59,0.6,1.21,1.67
118784.2469287,0.59,0.6,1.2,1.73
118784.3099057,0.59,0.6,1.2,1.74
118784.3612399,0.59,0.6,1.2,1.73
118784.4210147,0.59,0.6,1.21,1.71
118784.4840465,0.59,0.6,1.21,1.71
118784.5344141,0.59,0.6,1.21,1.67
118784.5949679,0.59,0.6,1.21,1.71
118784.6514194,0.59,0.6,1.2,1.74
118784.7062664,0.59,0.6,1.21,1.71
118784.7695418,0.59,0.6,1.21,1.71
118784.9291877,0.59,0.6,1.21,1.71
118784.9885203,0.59,0.6,1.21,1.7
118785.0452116,0.59,0.6,1.2,1.72
118785.0969951,0.59,0.6,1.21,1.67
118785.1508436,0.59,0.6,1.2,1.74
118785.2010047,0.59,0.6,1.21,1.71
118785.2546624,0.59,0.6,1.21,1.67
118785.3051324,0.59,0.6,1.2,1.72
118785.3570312,0.59,0.6,1.21,1.71
118785.4114295,0.59,0.6,1.2,1.68
118785.4682115,0.59,0.6,1.2,1.73
118785.5214688,0.59,0.6,1.21,1.71
118785.5761941,0.59,0.6,1.21,1.71
118785.6263598,0.59,0.6,1.21,1.71
118785.6765865,0.59,0.6,1.21,1.71
118785.7278519,0.59,0.6,1.2,1.73
118785.7803346,0.59,0.6,1.21,1.7
118785.8316282,0.59,0.6,1.21,1.71
118785.88445,0.59,0.6,1.21,1.71
118785.9384658,0.59,0.6,1.21,1.71
118786.0019889,0.59,0.6,1.21,1.71
118786.056552,0.59,0.6,1.21,1.7
118786.1069909,0.59,0.6,1.2,1.72
118786.1587402,0.59,0.6,1.21,1.71
118786.2090406,0.59,0.6,1.21,1.7
118786.2703563,0.59,0.6,1.21,1.71
118786.3210979,0.59,0.6,1.21,1.71
118786.3716016,0.59,0.6,1.21,1.71
118786.432684,0.59,0.6,1.21,1.71
118786.4960777,0.59,0.6,1.2,1.73
118786.5600598,0.59,0.6,1.21,1.7
118786.6241059,0.59,0.6,1.2,1.68
118786.6772655,0.59,0.6,1.2,1.69
118786.7362912,0.59,0.6,1.2,1.73
118786.799683,0.59,0.6,1.2,1.73
118786.8517479,0.59,0.6,1.2,1.73
118786.9111446,0.59,0.6,1.21,1.71
118786.9617697,0.59,0.6,1.21,1.71
118787.0228386,0.59,0.6,1.21,1.71
118787.0869577,0.59,0.6,1.2,1.68
118787.1498821,0.59,0.6,1.2,1.73
118787.2039867,0.59,0.6,1.2,1.73
118787.2547687,0.59,0.6,1.21,1.71
118787.3084771,0.59,0.6,1.21,1.67
118787.3587048,0.59,0.6,1.21,1.71
118787.4227573,0.59,0.6,1.2,1.73
118787.4863821,0.59,0.6,1.2,1.73
118787.549502,0.59,0.6,1.21,1.71
118787.6069903,0.59,0.6,1.21,1.71
118787.661029,0.59,0.6,1.21,1.7
118787.711562,0.59,0.6,1.2,1.73
118787.7728038,0.59,0.6,1.21,1.67
118787.8261103,0.59,0.6,1.2,1.73
118787.8843404,0.59,0.6,1.21,1.71
118787.9348314,0.59,0.6,1.21,1.71
118787.9943793,0.59,0.6,1.2,1.73
118788.0579644,0.59,0.6,1.21,1.71
118788.1114616,0.59,0.6,1.21,1.71
118788.168096,0.59,0.6,1.21,1.7
118788.2185556,0.59,0.6,1.2,1.73
118788.2789396,0.59,0.6,1.21,1.66
118788.3333266,0.59,0.6,1.2,1.72
118788.3909967,0.59,0.6,1.2,1.73
118788.4413998,0.59,0.6,1.21,1.71
118788.5015427,0.59,0.6,1.21,1.71
118788.5652429,0.59,0.6,1.21,1.71
118788.6200793,0.59,0.6,1.2,1.73
118788.6725163,0.59,0.6,1.21,1.7
118788.7250022,0.59,0.6,1.21,1.71
118788.7787323,0.59,0.6,1.21,1.7
118788.8426525,0.59,0.6,1.2,1.72
118788.9067293,0.59,0.6,1.21,1.7
118788.960624,0.59,0.6,1.21,1.71
118789.0138545,0.59,0.6,1.21,1.71
118789.0672847,0.59,0.6,1.21,1.71
118789.1177596,0.59,0.6,1.21,1.71
118789.1679288,0.59,0.6,1.21,1.71
118789.2321173,0.59,0.6,1.21,1.7
118789.2946133,0.59,0.6,1.21,1.67
118789.3585598,0.59,0.6,1.2,1.73
118789.412394,0.59,0.6,1.21,1.71
118789.4705781,0.59,0.6,1.21,1.67
118789.5233209,0.59,0.6,1.2,1.74
118789.582813,0.59,0.61,1.21,1.69
118789.6469517,0.59,0.6,1.21,1.71
118789.7109678,0.59,0.6,1.21,1.71
118789.7631522,0.59,0.6,1.2,1.73
118789.820629,0.59,0.6,1.21,1.71
118789.8735079,0.59,0.6,1.21,1.7
118789.9328628,0.59,0.6,1.21,1.71
118789.9859999,0.59,0.6,1.2,1.73
118790.0361517,0.59,0.6,1.21,1.67
118790.0923331,0.59,0.6,1.2,1.72
118790.1571035,0.59,0.6,1.2,1.73
118790.207411,0.59,0.6,1.21,1.71
118790.2629594,0.59,0.6,1.21,1.71
118790.3270619,0.59,0.6,1.21,1.71
118790.3894745,0.59,0.6,1.21,1.71
118790.4407695,0.59,0.6,1.21,1.7
118790.5030645,0.59,0.6,1.21,1.71
118790.554794,0.59,0.6,1.21,1.71
118790.6141681,0.59,0.6,1.21,1.71
118790.6772278,0.59,0.6,1.2,1.73
118790.7286534,0.59,0.6,1.21,1.71
118790.7887501,0.59,0.6,1.21,1.71
118790.8453089,0.59,0.6,1.22,1.69
118790.8993088,0.59,0.6,1.2,1.73
118790.9639069,0.59,0.6,1.21,1.71
118791.0186602,0.59,0.6,1.21,1.7
118791.0754113,0.59,0.6,1.21,1.7
118791.1279236,0.59,0.61,1.2,1.67
118791.186083,0.59,0.6,1.2,1.69
118791.236591,0.59,0.6,1.2,1.69
118791.2968063,0.59,0.6,1.2,1.74
118791.3606493,0.59,0.6,1.21,1.71
118791.4109226,0.59,0.6,1.2,1.68
118791.4620483,0.59,0.6,1.2,1.69
118791.514192,0.59,0.6,1.2,1.73
118791.568454,0.59,0.6,1.2,1.72
118791.6326436,0.59,0.6,1.2,1.73
118791.6836592,0.59,0.6,1.2,1.73
118791.7470498,0.59,0.6,1.21,1.66
118791.8104213,0.59,0.6,1.2,1.73
118791.8746312,0.59,0.6,1.21,1.71
118791.9389094,0.59,0.6,1.21,1.71
118791.9897332,0.59,0.6,1.21,1.67
118792.0398897,0.59,0.6,1.2,1.68
118792.0984586,0.59,0.6,1.2,1.74
118792.1509024,0.59,0.6,1.21,1.67
118792.2023412,0.59,0.6,1.19,1.75
118792.2579578,0.59,0.6,1.2,1.73
118792.321446,0.59,0.6,1.21,1.71
118792.3745236,0.59,0.6,1.21,1.71
118792.432471,0.59,0.6,1.21,1.71
118792.4967416,0.59,0.6,1.21,1.7
118792.5474412,0.59,0.6,1.2,1.72
118792.6085779,0.59,0.6,1.21,1.7
118792.6599952,0.59,0.6,1.21,1.71
118792.7207352,0.59,0.6,1.21,1.71
118792.7732123,0.59,0.6,1.21,1.67
118792.8317202,0.59,0.6,1.2,1.73
118792.8945217,0.59,0.6,1.2,1.72
118792.9459676,0.59,0.6,1.2,1.73
118793.0072333,0.59,0.6,1.21,1.67
118793.0609168,0.59,0.6,1.2,1.73
118793.1194282,0.59,0.6,1.2,1.73
118793.1771285,0.59,0.6,1.21,1.66
118793.2328084,0.59,0.6,1.2,1.73
118793.2942861,0.59,0.6,1.21,1.71
118793.3586587,0.59,0.6,1.21,1.71
118793.4113663,0.59,0.6,1.2,1.73
118793.4708016,0.59,0.6,1.21,1.7
118793.5221846,0.59,0.6,1.21,1.71
118793.5818853,0.59,0.6,1.21,1.71
118793.6320873,0.59,0.6,1.21,1.71
118793.6930524,0.59,0.6,1.21,1.71
118793.745137,0.59,0.6,1.21,1.67
118793.7953267,0.59,0.6,1.21,1.71
118793.8563588,0.59,0.6,1.2,1.73
118793.9195945,0.6,0.6,1.2,1.76
118793.9841873,0.59,0.6,1.21,1.7
118794.0480841,0.59,0.6,1.21,1.71
118794.1118708,0.59,0.6,1.21,1.7
118794.1757152,0.59,0.6,1.2,1.73
118794.226735,0.59,0.6,1.21,1.71
118794.2862727,0.59,0.6,1.21,1.71
118794.3492588,0.59,0.6,1.21,1.71
118794.4124563,0.59,0.6,1.21,1.71
118794.4629499,0.59,0.6,1.21,1.66
118794.5229847,0.59,0.6,1.2,1.73
118794.5745086,0.59,0.6,1.2,1.68
118794.6346422,0.59,0.6,1.2,1.73
118794.6873943,0.59,0.6,1.2,1.73
118794.7407082,0.59,0.6,1.21,1.71
118794.7948258,0.59,0.6,1.21,1.71
118794.852117,0.59,0.6,1.21,1.67
118794.902269,0.59,0.6,1.2,1.72
118794.9542245,0.59,0.6,1.21,1.71
118795.0181311,0.59,0.6,1.2,1.68
118795.0717781,0.59,0.6,1.2,1.74
118795.1221342,0.59,0.6,1.2,1.73
118795.1782005,0.59,0.6,1.21,1.71
118795.2313873,0.59,0.6,1.21,1.67
118795.2889889,0.59,0.6,1.2,1.74
118795.3397208,0.59,0.6,1.21,1.71
118795.400835,0.59,0.6,1.2,1.73
118795.4511238,0.59,0.6,1.21,1.71
118795.5115688,0.59,0.6,1.21,1.7
118795.5752947,0.59,0.59,1.2,1.73
118795.6335378,0.59,0.6,1.21,1.71
118795.6878433,0.59,0.6,1.21,1.71
118795.749834,0.59,0.6,1.21,1.71
118795.8129846,0.59,0.6,1.21,1.71
118795.8771061,0.59,0.6,1.21,1.7
118795.9294615,0.59,0.6,1.21,1.71
118795.979624,0.59,0.6,1.21,1.71
118796.0308356,0.59,0.6,1.21,1.71
118796.0831639,0.59,0.6,1.21,1.67
118796.1466683,0.59,0.6,1.2,1.72
118796.1974797,0.59,0.6,1.2,1.73
118796.2476412,0.59,0.6,1.21,1.71
118796.311125,0.59,0.6,1.21,1.67
118796.3657253,0.59,0.6,1.2,1.72
118796.4158773,0.59,0.6,1.2,1.73
118796.4673462,0.59,0.6,1.21,1.71
118796.5178801,0.59,0.6,1.21,1.71
118796.5809042,0.59,0.6,1.21,1.71
118796.6326716,0.59,0.6,1.2,1.68
118796.7042832,0.59,0.6,1.2,1.73
118796.7576319,0.59,0.6,1.2,1.73
118796.9142863,0.59,0.6,1.21,1.71
118796.9657707,0.59,0.6,1.21,1.7
118797.0681384,0.59,0.6,1.2,1.72
118797.1185885,0.59,0.6,1.2,1.74
118797.2144838,0.59,0.6,1.2,1.73
118797.2733274,0.59,0.6,1.2,1.73
118797.4336942,0.59,0.6,1.21,1.66
118797.4972386,0.59,0.6,1.2,1.73
118797.5490416,0.59,0.6,1.2,1.73
118797.6002078,0.59,0.6,1.21,1.71
118797.6508917,0.59,0.6,1.2,1.73
118797.7011717,0.59,0.6,1.21,1.71
118797.7513525,0.59,0.6,1.21,1.71
118797.8021143,0.59,0.6,1.21,1.71
118797.8528924,0.59,0.6,1.21,1.71
118797.904037,0.59,0.6,1.21,1.71
118797.9729243,0.59,0.6,1.21,1.71
118798.0346838,0.59,0.6,1.21,1.71
118798.0857069,0.59,0.6,1.2,1.73
118798.1359562,0.59,0.6,1.21,1.71
118798.1870576,0.59,0.6,1.21,1.7
118798.2373838,0.59,0.6,1.21,1.66
118798.2880848,0.59,0.6,1.21,1.67
118798.3415576,0.59,0.6,1.19,1.75
118798.3937691,0.59,0.6,1.2,1.74
118798.44932,0.59,0.6,1.21,1.71
118798.500501,0.59,0.6,1.21,1.67
118798.5543562,0.59,0.6,1.2,1.73
118798.6072944,0.59,0.6,1.2,1.73
118798.6593886,0.59,0.6,1.2,1.73
118798.7125132,0.59,0.6,1.21,1.71
118798.7834352,0.59,0.6,1.21,1.71
118798.8367135,0.59,0.6,1.21,1.71
118798.8887198,0.59,0.6,1.21,1.67
118798.9390747,0.59,0.6,1.2,1.73
118798.993447,0.59,0.6,1.21,1.67
118799.0501017,0.59,0.6,1.2,1.73
118799.1171674,0.59,0.6,1.2,1.73
118799.1702647,0.59,0.6,1.21,1.71
118799.2224918,0.59,0.6,1.21,1.7
118799.2740359,0.59,0.6,1.21,1.71
118799.3245839,0.59,0.6,1.2,1.73
118799.3909403,0.59,0.6,1.21,1.71
118799.442862,0.59,0.6,1.21,1.71
118799.5034477,0.59,0.6,1.21,1.7
118799.5660994,0.59,0.6,1.21,1.7
118799.6269005,0.59,0.6,1.2,1.73
118799.6918559,0.59,0.6,1.21,1.71
118799.7559394,0.59,0.6,1.21,1.71
118799.8203292,0.59,0.6,1.21,1.71
118799.8832626,0.59,0.6,1.21,1.71
118799.9401569,0.59,0.6,1.21,1.67
118799.9949034,0.59,0.6,1.2,1.74
118800.0483638,0.59,0.6,1.22,1.69
118800.1122016,0.59,0.6,1.21,1.71
118800.1753471,0.59,0.6,1.2,1.73
118800.2405716,0.59,0.6,1.21,1.71
118800.3024007,0.59,0.6,1.21,1.67
118800.3657767,0.59,0.6,1.2,1.74
118800.4165373,0.59,0.6,1.21,1.71
118800.4714693,0.59,0.6,1.21,1.71
118800.5235848,0.59,0.6,1.21,1.71
118800.5761539,0.59,0.6,1.21,1.71
118800.6413414,0.59,0.6,1.21,1.71
118800.7004759,0.59,0.6,1.21,1.71
118800.8180966,0.59,0.6,1.21,1.71
118800.8691273,0.59,0.6,1.21,1.71
118800.9418958,0.59,0.6,1.2,1.73
118800.9925504,0.59,0.6,1.21,1.7
118801.0511433,0.59,0.6,1.21,1.7
118801.1211379,0.59,0.6,1.21,1.71
118801.2149546,0.59,0.6,1.21,1.71
118801.2679229,0.59,0.6,1.21,1.7
118801.3231617,0.59,0.6,1.2,1.73
118801.374986,0.59,0.6,1.21,1.67
118801.4257295,0.59,0.6,1.2,1.73
118801.4762494,0.59,0.6,1.21,1.71
118801.5310069,0.59,0.6,1.21,1.71
118801.5840677,0.59,0.6,1.2,1.72
118801.6425767,0.59,0.6,1.21,1.71
118801.6929947,0.59,0.6,1.21,1.67
118801.7450962,0.59,0.6,1.2,1.68
118801.806942,0.59,0.6,1.2,1.73
118801.8580674,0.59,0.6,1.2,1.74
118801.923358,0.59,0.6,1.2,1.68
118801.9763234,0.59,0.6,1.2,1.73
118802.0293584,0.59,0.6,1.2,1.72
118802.0849905,0.59,0.6,1.2,1.74
118802.1387535,0.59,0.6,1.21,1.71
118802.2110937,0.59,0.6,1.21,1.71
118802.2801034,0.59,0.6,1.21,1.71
118802.3355857,0.59,0.6,1.21,1.71
118802.4406596,0.59,0.6,1.21,1.71
118802.4940456,0.59,0.6,1.21,1.71
118802.5493132,0.59,0.6,1.2,1.72
118802.61282,0.59,0.6,1.21,1.7
118802.6760908,0.59,0.6,1.2,1.73
118802.727101,0.59,0.6,1.21,1.7
118802.7847194,0.59,0.6,1.21,1.71
118802.8429357,0.59,0.6,1.21,1.71
118802.8978019,0.59,0.6,1.21,1.71
118802.9623652,0.59,0.6,1.21,1.71
118803.0251128,0.59,0.6,1.2,1.73
118803.2604159,0.59,0.6,1.21,1.71
118803.3113138,0.59,0.6,1.21,1.71
118803.3754539,0.59,0.6,1.2,1.68
118803.4380744,0.59,0.6,1.2,1.73
118803.5018023,0.59,0.6,1.2,1.73
118803.5653633,0.59,0.6,1.2,1.73
118803.64598,0.59,0.6,1.21,1.67
118803.6985024,0.59,0.6,1.2,1.73
118803.7644962,0.59,0.6,1.2,1.68
118803.826867,0.59,0.6,1.21,1.71
118803.8896996,0.59,0.6,1.2,1.73
118803.9699225,0.59,0.6,1.2,1.73
118804.0332686,0.59,0.6,1.21,1.71
118804.0940611,0.59,0.6,1.21,1.71
118804.1448466,0.59,0.6,1.21,1.71
118804.235924,0.59,0.6,1.21,1.71
118804.318357,0.59,0.6,1.2,1.73
118804.3716084,0.59,0.6,1.21,1.7
118804.4243112,0.59,0.6,1.21,1.71
118804.4749848,0.59,0.6,1.2,1.68
118804.5273229,0.59,0.6,1.2,1.68
118804.5800728,0.59,0.6,1.2,1.74
118804.6311498,0.59,0.6,1.2,1.74
118804.6817907,0.59,0.6,1.2,1.73
118804.732083,0.59,0.6,1.21,1.71
118804.7847697,0.59,0.6,1.21,1.71
118804.8361889,0.59,0.6,1.21,1.71
118804.8887124,0.59,0.6,1.21,1.67
118804.9408205,0.59,0.6,1.2,1.73
118804.9992759,0.59,0.6,1.21,1.71
118805.062532,0.59,0.6,1.21,1.71
118805.1375955,0.59,0.6,1.21,1.67
118805.2242612,0.59,0.6,1.21,1.71
118805.2784829,0.59,0.6,1.21,1.71
118805.3303288,0.59,0.6,1.2,1.72
118805.381818,0.59,0.6,1.2,1.72
118805.4363394,0.59,0.6,1.2,1.73
118805.5018546,0.59,0.6,1.21,1.71
118805.5661064,0.59,0.6,1.21,1.71
118805.6305019,0.59,0.6,1.21,1.71
118805.6978591,0.59,0.6,1.2,1.73
118805.7772868,0.59,0.6,1.21,1.7
118805.858075,0.59,0.6,1.21,1.71
118805.9085663,0.59,0.6,1.2,1.73
118805.961957,0.59,0.6,1.21,1.71
118806.0125661,0.59,0.6,1.21,1.71
118806.0629154,0.59,0.6,1.21,1.67
118806.1146007,0.59,0.6,1.2,1.68
118806.172023,0.59,0.6,1.2,1.74
118806.2358594,0.59,0.6,1.2,1.72
118806.2876561,0.59,0.6,1.2,1.72
118806.3389932,0.59,0.6,1.2,1.68
118806.3904002,0.59,0.6,1.2,1.73
118806.4427845,0.59,0.6,1.2,1.73
118806.4938234,0.59,0.6,1.21,1.67
118806.5518254,0.59,0.6,1.2,1.68
118806.6172177,0.59,0.6,1.2,1.68
118806.6718643,0.59,0.6,1.2,1.74
118806.7621071,0.59,0.6,1.2,1.68
118806.8159502,0.59,0.6,1.2,1.73
118806.8672515,0.59,0.59,1.2,1.74
118806.9198979,0.59,0.6,1.21,1.67
118806.985155,0.59,0.6,1.2,1.73
118807.0477852,0.59,0.6,1.2,1.73
118807.1113051,0.59,0.6,1.21,1.71
118807.1748357,0.59,0.6,1.21,1.71
118807.355847,0.59,0.6,1.2,1.73
118807.40721,0.59,0.6,1.21,1.66
118807.4588563,0.59,0.6,1.2,1.73
118807.5099528,0.59,0.6,1.21,1.71
118807.5735655,0.59,0.6,1.2,1.68
118807.6368435,0.59,0.6,1.2,1.69
118807.7004912,0.59,0.6,1.2,1.74
118807.7646587,0.59,0.6,1.2,1.72
118807.8305767,0.59,0.6,1.21,1.71
118807.8918414,0.59,0.6,1.21,1.71
118807.9470919,0.59,0.6,1.2,1.68
118808.0026846,0.59,0.6,1.2,1.73
118808.0661799,0.59,0.6,1.2,1.68
118808.1309098,0.59,0.6,1.2,1.73
118808.1974538,0.59,0.6,1.21,1.7
118808.2477619,0.59,0.6,1.2,1.68
118808.311082,0.59,0.6,1.2,1.74
118808.3747297,0.59,0.6,1.21,1.71
118808.4384238,0.59,0.6,1.21,1.71
118808.6570639,0.59,0.6,1.2,1.73
118808.7095797,0.59,0.6,1.22,1.69
118808.7732185,0.59,0.6,1.21,1.71
118808.8355616,0.59,0.6,1.21,1.71
118808.8989081,0.59,0.6,1.2,1.73
118808.9620217,0.59,0.6,1.2,1.73
118809.0257463,0.59,0.59,1.21,1.68
118809.0891954,0.59,0.6,1.21,1.71
118809.152807,0.59,0.6,1.2,1.73
118809.2168989,0.59,0.6,1.21,1.71
118809.2799667,0.59,0.6,1.21,1.66
118809.3432885,0.59,0.6,1.2,1.73
118809.4073694,0.59,0.6,1.21,1.71
118809.4708082,0.59,0.6,1.21,1.71
118809.5345016,0.59,0.6,1.2,1.73
118809.6025187,0.59,0.6,1.21,1.7
118809.6596332,0.59,0.6,1.21,1.71
118809.7160569,0.59,0.6,1.21,1.7
118809.7713038,0.59,0.6,1.21,1.7
118809.8432705,0.59,0.6,1.2,1.73
118809.8943774,0.59,0.6,1.21,1.66
118809.945405,0.59,0.6,1.2,1.74
118810.002531,0.59,0.6,1.2,1.72
118810.0533122,0.59,0.6,1.21,1.71
118810.1141122,0.59,0.6,1.21,1.71
118810.1778519,0.59,0.6,1.2,1.72
118810.2417782,0.59,0.6,1.21,1.67
118810.3052998,0.59,0.6,1.2,1.72
118810.3693979,0.59,0.6,1.2,1.72
118810.4322961,0.59,0.6,1.2,1.68
118810.4965854,0.59,0.6,1.19,1.75
118810.5555098,0.59,0.6,1.2,1.73
118810.6074863,0.59,0.6,1.2,1.73
118810.6712727,0.59,0.6,1.21,1.71
118810.7287076,0.59,0.6,1.21,1.7
118810.7796371,0.59,0.6,1.2,1.73
118810.8302662,0.59,0.59,1.21,1.68
118810.8862131,0.59,0.6,1.2,1.73
118810.9406139,0.59,0.6,1.21,1.71
118811.0032525,0.59,0.6,1.2,1.74
118811.0673461,0.59,0.6,1.21,1.71
118811.1263912,0.59,0.6,1.21,1.71
118811.1795998,0.59,0.6,1.2,1.72
118811.2475803,0.59,0.6,1.21,1.67
118811.311198,0.59,0.6,1.2,1.74
118811.3770953,0.59,0.6,1.21,1.71
118811.4380286,0.59,0.6,1.21,1.71
118811.488467,0.59,0.6,1.21,1.71
118811.5451616,0.59,0.6,1.21,1.71
118811.5970539,0.59,0.6,1.21,1.71
118811.6601869,0.59,0.6,1.2,1.72
118811.7157142,0.59,0.6,1.21,1.71
118811.7724341,0.59,0.6,1.21,1.71
118811.832506,0.59,0.6,1.21,1.67
118811.8829531,0.59,0.6,1.2,1.68
118811.9334764,0.59,0.6,1.2,1.74
118811.9861158,0.59,0.6,1.2,1.73
118812.0398201,0.59,0.6,1.21,1.71
118812.0927083,0.59,0.6,1.21,1.71
118812.1479383,0.59,0.6,1.21,1.71
118812.20054,0.59,0.6,1.21,1.71
118812.2560938,0.59,0.6,1.2,1.73
118812.3091924,0.59,0.6,1.2,1.73
118812.3594143,0.59,0.6,1.21,1.67
118812.4137074,0.59,0.6,1.2,1.73
118812.4738619,0.59,0.6,1.2,1.73
118812.5272256,0.59,0.6,1.21,1.7
118812.5824844,0.59,0.6,1.21,1.66
118812.6502836,0.59,0.6,1.2,1.73
118812.7006064,0.59,0.6,1.2,1.73
118812.7633003,0.59,0.6,1.22,1.69
118812.8340797,0.59,0.6,1.2,1.68
118812.8906032,0.59,0.6,1.2,1.73
118812.9538768,0.59,0.6,1.2,1.73
118813.0178968,0.59,0.6,1.2,1.73
118813.0807303,0.59,0.6,1.21,1.7
118813.1440689,0.59,0.6,1.21,1.7
118813.2077448,0.59,0.6,1.21,1.71
118813.2716656,0.59,0.6,1.21,1.71
118813.3356367,0.59,0.6,1.21,1.71
118813.3994103,0.59,0.6,1.21,1.71
118813.4623397,0.59,0.6,1.2,1.69
118813.5255328,0.59,0.6,1.2,1.74
118813.5906636,0.59,0.6,1.2,1.73
118813.6532476,0.59,0.6,1.2,1.68
118813.7084881,0.59,0.6,1.2,1.73
118813.7630776,0.59,0.6,1.21,1.71
118813.8267016,0.59,0.6,1.21,1.71
118814.0763305,0.59,0.6,1.21,1.71
118814.1343933,0.59,0.61,1.22,1.68
118814.1864515,0.59,0.6,1.2,1.69
118814.2469358,0.59,0.6,1.2,1.72
118814.3106899,0.59,0.6,1.2,1.72
118814.3750502,0.59,0.6,1.2,1.73
118814.4382214,0.59,0.6,1.21,1.71
118814.4915866,0.59,0.6,1.21,1.71
118814.5501628,0.59,0.6,1.2,1.73
118814.6140279,0.59,0.6,1.21,1.71
118814.670156,0.59,0.6,1.21,1.71
118814.7223473,0.59,0.6,1.21,1.71
118814.7731165,0.59,0.6,1.21,1.71
118814.8234571,0.59,0.6,1.21,1.71
118814.8740146,0.59,0.6,1.21,1.67
118814.9312485,0.59,0.6,1.2,1.73
118814.9825217,0.59,0.6,1.21,1.71
118815.0331315,0.59,0.6,1.21,1.7
118815.0860661,0.59,0.6,1.2,1.72
118815.1575473,0.59,0.6,1.21,1.67
118815.2218083,0.59,0.6,1.21,1.71
118815.2870286,0.59,0.6,1.21,1.71
118815.3612653,0.59,0.6,1.2,1.73
118815.442427,0.59,0.6,1.21,1.71
118815.5073649,0.59,0.6,1.21,1.66
118815.5637535,0.59,0.6,1.19,1.71
118815.6261069,0.59,0.6,1.2,1.74
118815.6775349,0.59,0.6,1.2,1.74
118815.7286084,0.59,0.6,1.21,1.71
118815.7790499,0.59,0.6,1.21,1.71
118815.830763,0.59,0.59,1.21,1.72
118815.8823723,0.59,0.6,1.21,1.67
118815.9331956,0.59,0.6,1.2,1.68
118815.9851855,0.59,0.6,1.2,1.74
118816.0395513,0.59,0.6,1.2,1.73
118816.0917476,0.59,0.6,1.2,1.73
118816.1617232,0.59,0.6,1.22,1.69
118816.2217926,0.59,0.6,1.21,1.71
118816.2729037,0.59,0.6,1.2,1.73
118816.3231209,0.59,0.6,1.21,1.71
118816.3771608,0.59,0.6,1.2,1.73
118816.4326511,0.59,0.6,1.2,1.73
118816.4977495,0.59,0.6,1.2,1.73
118816.5605639,0.59,0.6,1.21,1.66
118816.6150363,0.59,0.6,1.2,1.74
118816.6889502,0.59,0.6,1.22,1.69
118816.7527162,0.59,0.6,1.21,1.71
118816.8118449,0.59,0.6,1.2,1.69
118816.8805819,0.59,0.6,1.21,1.71
118816.9444763,0.59,0.6,1.2,1.74
118817.0077146,0.59,0.6,1.2,1.73
118817.0717876,0.59,0.6,1.21,1.7
118817.1346716,0.59,0.6,1.21,1.71
118817.2044536,0.59,0.6,1.2,1.73
118817.2643869,0.6,0.6,1.21,1.76
118817.3198573,0.59,0.6,1.21,1.7
118817.3755295,0.59,0.6,1.22,1.69
118817.4400707,0.59,0.6,1.21,1.71
118817.5028625,0.59,0.6,1.21,1.71
118817.5665841,0.59,0.6,1.21,1.71
118817.6302922,0.59,0.6,1.21,1.71
118817.6928191,0.59,0.6,1.21,1.71
118817.7554759,0.59,0.6,1.2,1.72
118817.8064566,0.59,0.6,1.21,1.71
118817.8671625,0.59,0.6,1.21,1.7
118817.9237347,0.59,0.6,1.2,1.72
