Tiempo en seg,Referencia,Salida,Estado 1 (VC1),Control (Vi)
121604.8563996,0.59,0.59,0.82,1.83
121604.9123114,0.59,0.59,0.82,1.82
121604.9659273,0.59,0.59,0.82,1.83
121605.0160994,0.59,0.59,0.82,1.83
121605.0799566,0.59,0.59,0.82,1.83
121605.1301509,0.59,0.59,0.8,1.86
121605.1914847,0.59,0.59,0.82,1.83
121605.2430475,0.59,0.59,0.8,1.86
121605.3033266,0.59,0.59,0.82,1.83
121605.3539052,0.59,0.6,0.84,1.8
121605.4150753,0.59,0.59,0.82,1.82
121605.4721385,0.59,0.6,0.83,1.8
121605.5258202,0.59,0.59,0.81,1.82
121605.5890547,0.59,0.59,0.81,1.83
121605.6524993,0.59,0.59,0.81,1.83
121605.7070761,0.59,0.59,0.81,1.83
121605.7672399,0.59,0.59,0.81,1.83
121605.8182714,0.59,0.59,0.81,1.83
121605.877562,0.59,0.59,0.81,1.83
121605.9413342,0.59,0.59,0.81,1.83
121606.0042613,0.59,0.59,0.81,1.83
121606.0576448,0.59,0.59,0.81,1.83
121606.1156877,0.59,0.59,0.81,1.83
121606.1795007,0.59,0.59,0.81,1.83
121606.2315988,0.59,0.59,0.81,1.83
121606.2908626,0.59,0.59,0.8,1.86
121606.3427414,0.59,0.59,0.81,1.84
121606.4025709,0.59,0.59,0.82,1.83
121606.4664659,0.59,0.59,0.82,1.83
121606.519925,0.59,0.59,0.82,1.83
121606.5780005,0.59,0.59,0.82,1.83
121606.6410004,0.59,0.59,0.81,1.83
121606.704497,0.59,0.59,0.81,1.83
121606.7682308,0.59,0.59,0.81,1.83
121606.831901,0.59,0.59,0.81,1.83
121606.8831981,0.59,0.59,0.81,1.83
121606.9441035,0.59,0.59,0.81,1.83
121607.0075593,0.59,0.59,0.81,1.83
121607.0722533,0.59,0.59,0.81,1.83
121607.1224904,0.59,0.59,0.81,1.83
121607.172982,0.59,0.59,0.81,1.83
121607.2285563,0.59,0.6,0.83,1.8
121607.2827665,0.59,0.59,0.81,1.82
121607.3464109,0.59,0.59,0.81,1.83
121607.4058231,0.59,0.59,0.81,1.83
121607.4570733,0.59,0.59,0.81,1.83
121607.521694,0.59,0.59,0.81,1.83
121607.5816682,0.59,0.59,0.81,1.83
121607.6341486,0.59,0.59,0.81,1.83
121607.6969432,0.59,0.59,0.81,1.83
121607.7609008,0.59,0.59,0.81,1.83
121607.8244415,0.59,0.59,0.81,1.83
121607.8757476,0.59,0.59,0.81,1.83
121607.9360375,0.59,0.6,0.83,1.8
121607.9882217,0.59,0.59,0.81,1.82
121608.0467603,0.59,0.6,0.82,1.8
121608.1105505,0.59,0.59,0.81,1.84
121608.1744381,0.59,0.59,0.81,1.83
121608.2387265,0.59,0.59,0.81,1.83
121608.2889466,0.59,0.59,0.81,1.82
121608.3499991,0.59,0.59,0.81,1.82
121608.4001582,0.6,0.6,0.83,1.8
121608.4520436,0.59,0.59,0.81,1.82
121608.5093507,0.59,0.59,0.81,1.83
121608.5726443,0.59,0.59,0.81,1.83
121608.6360087,0.59,0.59,0.81,1.83
121608.6861919,0.59,0.59,0.81,1.83
121608.7363879,0.59,0.59,0.81,1.83
121608.7990428,0.59,0.59,0.81,1.83
121608.8628366,0.59,0.59,0.81,1.83
121608.9260239,0.59,0.59,0.82,1.82
121608.9849914,0.59,0.59,0.82,1.82
121609.0372397,0.59,0.6,0.83,1.79
121609.1008382,0.59,0.59,0.8,1.85
121609.1647723,0.59,0.59,0.81,1.83
121609.2284639,0.59,0.59,0.82,1.83
121609.2786212,0.59,0.59,0.81,1.83
121609.3402883,0.59,0.59,0.81,1.83
121609.3923114,0.59,0.59,0.81,1.83
121609.4516525,0.59,0.59,0.81,1.83
121609.5149605,0.59,0.59,0.81,1.83
121609.5788126,0.59,0.59,0.81,1.83
121609.6425977,0.59,0.59,0.81,1.83
121609.6991796,0.59,0.59,0.8,1.86
121609.7517347,0.59,0.59,0.81,1.83
121609.8020151,0.59,0.59,0.82,1.83
121609.8660304,0.59,0.59,0.82,1.82
121609.9170271,0.59,0.59,0.82,1.82
121609.9779893,0.59,0.59,0.81,1.83
121610.0292659,0.59,0.59,0.81,1.83
121610.0820624,0.59,0.59,0.81,1.83
121610.1373557,0.59,0.59,0.81,1.83
121610.1875244,0.59,0.59,0.81,1.83
121610.2514328,0.59,0.59,0.81,1.83
121610.303424,0.59,0.59,0.81,1.83
121610.3559855,0.59,0.6,0.83,1.8
121610.410443,0.59,0.59,0.81,1.82
121610.4736864,0.59,0.59,0.81,1.83
121610.5243083,0.59,0.59,0.81,1.83
121610.5847576,0.59,0.59,0.81,1.83
121610.6427847,0.59,0.59,0.81,1.83
121610.6961255,0.59,0.6,0.83,1.8
121610.7596409,0.59,0.59,0.81,1.82
121610.8236732,0.59,0.59,0.81,1.83
121610.8869113,0.59,0.59,0.81,1.83
121610.9506708,0.59,0.59,0.81,1.83
121611.0028368,0.59,0.59,0.8,1.86
121611.0533166,0.59,0.6,0.83,1.8
121611.1039356,0.59,0.59,0.82,1.82
121611.1578706,0.59,0.59,0.81,1.82
121611.2084306,0.59,0.59,0.8,1.85
121611.2690166,0.59,0.59,0.81,1.83
121611.321285,0.59,0.59,0.82,1.82
121611.380034,0.59,0.59,0.82,1.82
121611.443084,0.59,0.59,0.81,1.82
121611.5068563,0.59,0.59,0.8,1.85
121611.5594723,0.59,0.59,0.8,1.86
121611.6096173,0.59,0.59,0.82,1.83
121611.6609911,0.59,0.59,0.82,1.82
121611.7150377,0.59,0.59,0.82,1.82
121611.7681614,0.59,0.59,0.82,1.82
121611.8323379,0.59,0.59,0.81,1.82
121611.884181,0.59,0.59,0.81,1.82
121611.9433423,0.59,0.59,0.81,1.82
121612.007053,0.59,0.59,0.81,1.82
121612.0587537,0.59,0.59,0.81,1.82
121612.1186685,0.59,0.59,0.81,1.82
121612.1823836,0.59,0.59,0.8,1.85
121612.24563,0.59,0.59,0.81,1.83
121612.309077,0.59,0.59,0.82,1.82
121612.3651666,0.59,0.59,0.82,1.82
121612.4202021,0.59,0.59,0.82,1.82
121612.4737303,0.59,0.59,0.81,1.82
121612.5269809,0.59,0.59,0.81,1.82
121612.5779263,0.59,0.59,0.8,1.85
121612.6305799,0.59,0.59,0.8,1.85
121612.6891707,0.59,0.59,0.82,1.83
121612.753228,0.59,0.59,0.82,1.82
121612.8170276,0.59,0.59,0.82,1.82
121612.8698637,0.59,0.59,0.82,1.82
121612.9282214,0.59,0.59,0.82,1.82
121612.981771,0.59,0.59,0.81,1.82
121613.0391402,0.59,0.59,0.8,1.85
121613.089439,0.59,0.59,0.81,1.83
121613.1509462,0.59,0.59,0.82,1.82
121613.2015635,0.59,0.59,0.82,1.82
121613.2517076,0.59,0.59,0.82,1.82
121613.3155612,0.59,0.59,0.82,1.82
121613.3690966,0.59,0.59,0.81,1.82
121613.4270559,0.59,0.59,0.81,1.82
121613.4908121,0.59,0.59,0.81,1.82
121613.5429305,0.59,0.59,0.8,1.85
121613.6017892,0.59,0.59,0.81,1.83
121613.6561862,0.59,0.59,0.82,1.82
121613.7129326,0.59,0.59,0.82,1.82
121613.7764993,0.59,0.59,0.82,1.82
121613.8405152,0.59,0.59,0.81,1.82
121613.8913357,0.59,0.59,0.8,1.85
121613.9517243,0.59,0.59,0.81,1.83
121614.0157345,0.59,0.59,0.82,1.82
121614.0697852,0.59,0.59,0.82,1.82
121614.1267208,0.59,0.59,0.8,1.85
121614.1902063,0.59,0.59,0.82,1.82
121614.2538293,0.59,0.59,0.82,1.82
121614.3109765,0.59,0.59,0.82,1.82
121614.365227,0.59,0.59,0.82,1.82
121614.4160157,0.59,0.59,0.81,1.82
121614.4767051,0.59,0.59,0.81,1.82
121614.5269281,0.59,0.6,0.83,1.79
121614.5771323,0.59,0.59,0.81,1.82
121614.6311286,0.59,0.6,0.82,1.8
121614.7031011,0.59,0.6,0.82,1.8
121614.7736838,0.59,0.6,0.82,1.79
121614.8390278,0.59,0.59,0.8,1.83
121614.8907951,0.59,0.6,0.82,1.8
121614.9469652,0.59,0.6,0.82,1.79
121615.0077435,0.59,0.6,0.82,1.79
121615.0610836,0.59,0.6,0.82,1.79
121615.1150773,0.59,0.59,0.8,1.82
121615.1659365,0.59,0.6,0.81,1.8
121615.2202905,0.59,0.6,0.82,1.79
121615.2709019,0.59,0.59,0.8,1.82
121615.3210493,0.59,0.59,0.78,1.85
121615.3836085,0.59,0.59,0.8,1.83
121615.447335,0.59,0.59,0.8,1.85
121615.5104721,0.59,0.59,0.8,1.85
121615.5739842,0.59,0.59,0.81,1.85
121615.6378533,0.59,0.59,0.81,1.85
121615.6932136,0.59,0.59,0.83,1.82
121615.7487696,0.59,0.59,0.81,1.85
121615.8124842,0.59,0.59,0.82,1.82
121615.8654584,0.59,0.59,0.81,1.84
121615.9232159,0.59,0.59,0.82,1.82
121615.9869201,0.59,0.59,0.81,1.85
121616.0377883,0.59,0.59,0.81,1.85
121616.0883624,0.59,0.59,0.82,1.82
121616.1459387,0.59,0.59,0.81,1.85
121616.1961626,0.59,0.59,0.81,1.85
121616.2513785,0.59,0.59,0.81,1.85
121616.3145196,0.59,0.59,0.81,1.85
121616.378654,0.59,0.59,0.83,1.82
121616.4290214,0.59,0.59,0.81,1.85
121616.4897201,0.59,0.59,0.83,1.83
121616.5421079,0.59,0.59,0.81,1.85
121616.5922624,0.59,0.59,0.82,1.83
121616.6490797,0.59,0.59,0.82,1.82
121616.7008083,0.59,0.59,0.82,1.82
121616.7605459,0.59,0.59,0.82,1.83
121616.8160984,0.59,0.6,0.83,1.8
121616.8703463,0.59,0.6,0.83,1.79
121616.9348969,0.59,0.59,0.81,1.82
121616.9982332,0.59,0.6,0.82,1.8
121617.0619614,0.59,0.59,0.8,1.83
121617.1145339,0.59,0.59,0.81,1.83
121617.1731647,0.59,0.59,0.81,1.83
121617.2368716,0.59,0.59,0.8,1.86
121617.2930622,0.59,0.59,0.81,1.83
121617.3448752,0.59,0.59,0.82,1.83
121617.3954858,0.59,0.59,0.82,1.82
121617.4459543,0.59,0.59,0.82,1.82
121617.5067167,0.59,0.59,0.81,1.83
121617.5704235,0.59,0.59,0.81,1.83
121617.6211005,0.59,0.59,0.8,1.86
121617.6817972,0.59,0.59,0.81,1.83
121617.7361182,0.59,0.6,0.83,1.8
121617.7862698,0.59,0.59,0.82,1.82
121617.8473228,0.59,0.59,0.81,1.82
121617.8975283,0.59,0.59,0.81,1.83
121617.9584728,0.59,0.59,0.81,1.83
121618.0108712,0.59,0.59,0.81,1.83
121618.0699172,0.59,0.59,0.81,1.83
121618.1338572,0.59,0.59,0.8,1.85
121618.1847423,0.59,0.59,0.81,1.83
121618.2404301,0.59,0.6,0.83,1.79
121618.2960108,0.59,0.59,0.82,1.81
121618.3563379,0.59,0.59,0.81,1.82
121618.4200417,0.59,0.6,0.83,1.8
121618.4715618,0.59,0.59,0.81,1.82
121618.5314457,0.59,0.59,0.81,1.83
121618.5886862,0.59,0.59,0.81,1.83
121618.6397406,0.59,0.59,0.81,1.83
121618.6903138,0.59,0.59,0.81,1.83
121618.7543438,0.6,0.6,0.83,1.8
121618.8124064,0.59,0.59,0.8,1.85
121618.864947,0.59,0.59,0.81,1.83
121618.9286774,0.59,0.59,0.82,1.83
121618.9799708,0.59,0.59,0.82,1.82
121619.0403257,0.59,0.59,0.82,1.82
121619.0939879,0.59,0.59,0.82,1.82
121619.1460768,0.59,0.59,0.82,1.82
121619.1962347,0.59,0.59,0.81,1.82
121619.2506341,0.59,0.59,0.81,1.82
121619.3140058,0.59,0.59,0.81,1.82
121619.3777466,0.59,0.59,0.8,1.85
121619.4310534,0.59,0.59,0.81,1.83
121619.4889991,0.59,0.59,0.82,1.82
121619.5391618,0.59,0.6,0.83,1.79
121619.5999679,0.59,0.6,0.83,1.78
121619.6631912,0.59,0.59,0.81,1.82
121619.7268193,0.59,0.59,0.81,1.83
121619.777591,0.59,0.59,0.81,1.83
121619.8375067,0.59,0.59,0.81,1.82
121619.8881475,0.59,0.59,0.8,1.85
121619.9483459,0.59,0.59,0.8,1.86
121620.0024049,0.59,0.59,0.8,1.86
121620.0592844,0.59,0.59,0.82,1.82
121620.1226242,0.59,0.6,0.84,1.79
121620.1854844,0.59,0.59,0.81,1.82
121620.2496585,0.59,0.59,0.81,1.82
121620.3007108,0.6,0.6,0.83,1.79
121620.3616422,0.59,0.59,0.81,1.82
121620.4249809,0.59,0.59,0.81,1.82
121620.4886624,0.59,0.59,0.79,1.86
121620.5411281,0.59,0.59,0.81,1.83
121620.5999321,0.59,0.59,0.8,1.85
121620.6636383,0.59,0.59,0.82,1.83
121620.714867,0.59,0.59,0.82,1.82
121620.7672856,0.59,0.59,0.82,1.82
121620.8313178,0.6,0.59,0.82,1.82
121620.8952881,0.59,0.59,0.81,1.82
121620.9480082,0.59,0.59,0.8,1.85
121620.9989682,0.59,0.59,0.81,1.83
121621.0530748,0.59,0.6,0.83,1.79
121621.1169021,0.59,0.59,0.82,1.81
121621.1768446,0.59,0.59,0.8,1.85
121621.2288141,0.59,0.59,0.82,1.83
121621.2913414,0.59,0.59,0.82,1.82
121621.3545317,0.59,0.59,0.82,1.82
121621.4174933,0.59,0.59,0.81,1.82
121621.4813177,0.59,0.59,0.81,1.82
121621.5446609,0.59,0.59,0.81,1.82
121621.6079366,0.59,0.59,0.81,1.83
121621.6722611,0.59,0.59,0.81,1.83
121621.7356298,0.59,0.59,0.81,1.83
121621.7999213,0.59,0.59,0.81,1.83
121621.8631294,0.59,0.59,0.81,1.83
121621.9262536,0.59,0.59,0.81,1.83
121621.9897348,0.59,0.59,0.81,1.82
121622.0533644,0.59,0.6,0.84,1.77
121622.116702,0.59,0.59,0.81,1.81
121622.1804161,0.59,0.59,0.8,1.83
121622.2313789,0.59,0.59,0.8,1.83
121622.2826288,0.59,0.6,0.84,1.77
121622.3331594,0.59,0.59,0.81,1.81
121622.3943513,0.59,0.59,0.79,1.86
121622.4446591,0.59,0.59,0.81,1.83
121622.5053608,0.59,0.59,0.8,1.85
121622.5559908,0.6,0.59,0.82,1.83
121622.6127044,0.59,0.59,0.82,1.82
121622.666676,0.59,0.6,0.83,1.79
121622.7168148,0.59,0.59,0.8,1.84
121622.7759661,0.59,0.59,0.81,1.83
121622.8401377,0.59,0.59,0.8,1.86
121622.9012962,0.59,0.59,0.8,1.86
121622.9545736,0.59,0.6,0.84,1.8
121623.0068889,0.59,0.59,0.81,1.84
121623.0605022,0.59,0.59,0.82,1.82
121623.1121628,0.59,0.59,0.82,1.82
121623.1627992,0.59,0.59,0.82,1.82
121623.2129283,0.59,0.59,0.82,1.82
121623.267236,0.59,0.59,0.81,1.82
121623.3195286,0.59,0.59,0.81,1.82
121623.3772439,0.59,0.59,0.8,1.85
121623.4296149,0.59,0.59,0.8,1.86
121623.4886921,0.59,0.59,0.82,1.83
121623.5402686,0.59,0.59,0.81,1.85
121623.5948707,0.59,0.59,0.82,1.83
121623.651765,0.59,0.59,0.83,1.82
121623.7031686,0.59,0.59,0.82,1.82
121623.759286,0.59,0.59,0.8,1.85
121623.8151657,0.59,0.59,0.82,1.83
121623.879548,0.59,0.59,0.8,1.85
121623.9433399,0.59,0.59,0.82,1.83
121623.9963971,0.59,0.59,0.82,1.82
121624.0556929,0.59,0.59,0.82,1.82
121624.1196004,0.6,0.59,0.82,1.83
121624.1712779,0.59,0.59,0.82,1.83
121624.2242556,0.59,0.59,0.81,1.83
121624.2786253,0.59,0.59,0.81,1.83
121624.3420471,0.59,0.59,0.81,1.83
121624.406013,0.59,0.59,0.81,1.82
121624.4567553,0.59,0.59,0.81,1.83
121624.5170001,0.59,0.59,0.81,1.83
121624.5683725,0.59,0.59,0.81,1.83
121624.6221428,0.59,0.59,0.81,1.83
121624.6834253,0.59,0.59,0.81,1.83
121624.7344187,0.6,0.59,0.81,1.83
121624.7882794,0.59,0.59,0.81,1.83
121624.8389198,0.59,0.59,0.81,1.83
121624.8995366,0.59,0.59,0.81,1.83
121624.9511409,0.59,0.59,0.81,1.83
121625.0038639,0.59,0.59,0.81,1.83
121625.0555082,0.59,0.59,0.81,1.83
121625.1065495,0.59,0.59,0.81,1.83
121625.169897,0.59,0.59,0.81,1.83
121625.2224929,0.59,0.59,0.81,1.83
121625.2829782,0.6,0.59,0.81,1.83
121625.3463605,0.59,0.59,0.81,1.83
121625.3996142,0.59,0.59,0.81,1.83
121625.4508267,0.59,0.59,0.81,1.83
121625.5009826,0.59,0.59,0.81,1.83
121625.555523,0.59,0.59,0.81,1.83
121625.6177712,0.59,0.59,0.81,1.83
121625.6818511,0.59,0.59,0.81,1.83
121625.7389516,0.59,0.59,0.81,1.83
121625.7891382,0.59,0.59,0.81,1.83
121625.8392944,0.59,0.59,0.81,1.83
121625.8909357,0.59,0.6,0.83,1.8
121625.9439078,0.59,0.59,0.81,1.82
121626.0000082,0.59,0.59,0.81,1.83
121626.0546937,0.59,0.59,0.81,1.83
121626.1109846,0.59,0.59,0.81,1.83
121626.1748145,0.59,0.6,0.83,1.8
121626.2273136,0.59,0.6,0.83,1.79
121626.2859138,0.59,0.6,0.82,1.79
121626.3368925,0.59,0.59,0.8,1.82
121626.3961108,0.59,0.59,0.8,1.83
121626.4561595,0.59,0.59,0.8,1.83
121626.5068875,0.6,0.6,0.82,1.8
121626.5706,0.59,0.59,0.81,1.83
121626.621482,0.59,0.59,0.81,1.83
121626.6819288,0.59,0.59,0.79,1.86
121626.7383591,0.59,0.59,0.81,1.83
121626.7889777,0.59,0.59,0.82,1.82
121626.8391257,0.59,0.59,0.82,1.82
121626.9043359,0.59,0.59,0.82,1.82
121626.9562191,0.59,0.59,0.82,1.82
121627.0093529,0.59,0.59,0.8,1.85
121627.1715629,0.6,0.6,0.83,1.79
121627.2285158,0.59,0.59,0.82,1.82
121627.3479372,0.6,0.6,0.83,1.8
121627.4335721,0.59,0.59,0.81,1.83
121627.4877513,0.59,0.59,0.81,1.83
121627.6586723,0.59,0.59,0.81,1.83
121627.711684,0.59,0.59,0.81,1.83
121627.7719588,0.59,0.59,0.81,1.83
121627.8226688,0.59,0.59,0.81,1.83
121627.873296,0.59,0.59,0.8,1.86
121627.9246418,0.59,0.59,0.81,1.83
121627.9762671,0.59,0.59,0.82,1.83
121628.0319884,0.59,0.59,0.82,1.82
121628.0825642,0.59,0.6,0.83,1.79
121628.1340236,0.59,0.59,0.82,1.82
121628.1883962,0.59,0.59,0.81,1.83
121628.2465475,0.59,0.59,0.81,1.83
121628.2985476,0.59,0.59,0.81,1.83
121628.3525686,0.59,0.59,0.81,1.83
121628.4031833,0.59,0.6,0.83,1.8
121628.4552508,0.59,0.59,0.81,1.82
121628.5101757,0.59,0.59,0.81,1.82
121628.5607726,0.59,0.59,0.81,1.83
121628.6119017,0.59,0.59,0.81,1.83
121628.6674643,0.59,0.59,0.81,1.82
121628.7262631,0.59,0.59,0.81,1.82
121628.7896823,0.59,0.59,0.8,1.85
121628.8448364,0.59,0.59,0.81,1.83
121628.8960355,0.59,0.59,0.82,1.82
121628.946463,0.59,0.59,0.82,1.82
121628.9971252,0.59,0.59,0.8,1.85
121629.0493992,0.59,0.59,0.82,1.83
121629.1006647,0.59,0.59,0.82,1.82
121629.1520799,0.59,0.6,0.83,1.79
121629.2058109,0.59,0.59,0.82,1.82
121629.2571869,0.59,0.59,0.81,1.82
121629.3095887,0.59,0.59,0.81,1.83
121629.3738707,0.59,0.59,0.81,1.83
121629.427547,0.59,0.6,0.83,1.8
121629.4824752,0.59,0.59,0.81,1.83
121629.53677,0.59,0.59,0.81,1.83
121629.5889111,0.59,0.59,0.81,1.83
121629.642965,0.59,0.59,0.81,1.82
121629.6962794,0.59,0.59,0.81,1.82
121629.7537415,0.59,0.59,0.81,1.82
121629.8126122,0.59,0.59,0.8,1.85
121629.8638312,0.59,0.59,0.81,1.83
121629.9164628,0.59,0.59,0.82,1.82
121629.9685084,0.59,0.59,0.82,1.82
121630.0218026,0.59,0.59,0.82,1.82
121630.0863119,0.59,0.6,0.83,1.79
121630.1500044,0.59,0.59,0.81,1.81
121630.2074672,0.59,0.59,0.81,1.82
121630.2608013,0.59,0.6,0.82,1.79
121630.3240044,0.59,0.59,0.81,1.82
121630.3870964,0.59,0.6,0.82,1.79
121630.4497646,0.59,0.59,0.81,1.82
121630.5131528,0.59,0.59,0.81,1.82
121630.5658716,0.59,0.59,0.79,1.85
121630.6414871,0.59,0.59,0.82,1.82
121630.7056527,0.59,0.59,0.82,1.82
121630.7674842,0.59,0.59,0.82,1.82
121630.8308615,0.6,0.59,0.81,1.82
121630.8951313,0.59,0.59,0.81,1.82
121630.9589396,0.59,0.59,0.81,1.82
121631.0223366,0.59,0.59,0.8,1.85
121631.0859714,0.59,0.59,0.81,1.83
121631.1490585,0.59,0.59,0.8,1.85
121631.2817056,0.59,0.59,0.82,1.82
121631.3353544,0.59,0.59,0.82,1.82
121631.3859282,0.59,0.59,0.8,1.85
121631.4405487,0.59,0.59,0.82,1.83
121631.4975574,0.59,0.59,0.81,1.85
121631.5544267,0.59,0.59,0.82,1.82
121631.607634,0.59,0.59,0.82,1.82
121631.6622437,0.59,0.59,0.82,1.82
121631.7163144,0.59,0.59,0.82,1.82
121631.7669961,0.59,0.59,0.8,1.85
121631.8173151,0.59,0.59,0.82,1.83
121631.8697379,0.59,0.59,0.82,1.82
121631.9369774,0.59,0.59,0.82,1.82
121631.9902203,0.59,0.59,0.82,1.82
121632.0493275,0.59,0.59,0.81,1.83
121632.1005976,0.59,0.59,0.81,1.83
121632.1604721,0.59,0.59,0.81,1.83
121632.2243493,0.59,0.59,0.81,1.83
121632.2882212,0.59,0.59,0.81,1.83
121632.3559931,0.59,0.59,0.81,1.83
121632.4144037,0.59,0.59,0.81,1.83
121632.4714803,0.59,0.59,0.81,1.83
121632.5422183,0.59,0.59,0.81,1.83
121632.6354098,0.59,0.59,0.81,1.82
121632.6918399,0.59,0.59,0.81,1.82
121632.7423832,0.59,0.59,0.81,1.82
121632.794736,0.59,0.59,0.81,1.82
121632.849035,0.59,0.59,0.81,1.82
121632.8997151,0.59,0.59,0.81,1.82
121632.9584426,0.59,0.59,0.81,1.82
121633.0222204,0.59,0.6,0.83,1.79
121633.0744432,0.59,0.59,0.81,1.82
121633.1341262,0.59,0.59,0.81,1.82
121633.1976322,0.59,0.59,0.81,1.83
121633.2480174,0.59,0.59,0.81,1.83
121633.3021656,0.59,0.59,0.81,1.82
121633.3527127,0.59,0.6,0.83,1.79
121633.4041963,0.59,0.59,0.81,1.82
121633.4669181,0.59,0.59,0.81,1.82
121633.5207199,0.59,0.59,0.81,1.83
121633.5781189,0.59,0.6,0.83,1.79
121633.6418344,0.59,0.59,0.81,1.82
121633.7054115,0.59,0.59,0.81,1.83
121633.7586071,0.59,0.59,0.81,1.82
121633.817353,0.59,0.59,0.81,1.82
121633.8693622,0.59,0.59,0.81,1.82
121633.9278888,0.59,0.6,0.83,1.79
121633.9949114,0.59,0.59,0.81,1.81
121634.1213484,0.59,0.59,0.81,1.82
121634.1760694,0.59,0.6,0.83,1.79
121634.2324308,0.59,0.6,0.83,1.78
121634.2969388,0.59,0.59,0.81,1.81
121634.347256,0.6,0.6,0.82,1.79
121634.4283321,0.59,0.59,0.79,1.85
121634.4800624,0.59,0.59,0.81,1.83
121634.5308012,0.59,0.59,0.81,1.82
121634.5859746,0.59,0.6,0.83,1.79
121634.6398909,0.59,0.59,0.8,1.84
121634.6958444,0.59,0.59,0.81,1.83
121634.7480034,0.59,0.59,0.81,1.82
121634.8062389,0.59,0.59,0.81,1.82
121634.8600312,0.59,0.59,0.81,1.82
121634.9115161,0.59,0.59,0.81,1.83
121634.9637483,0.59,0.59,0.82,1.82
121635.016057,0.59,0.59,0.82,1.82
121635.0671943,0.59,0.59,0.82,1.82
121635.1202018,0.59,0.59,0.81,1.82
121635.1751017,0.59,0.59,0.81,1.82
121635.2254548,0.59,0.59,0.8,1.85
121635.2761502,0.59,0.59,0.8,1.86
121635.3289665,0.59,0.59,0.82,1.83
121635.3965828,0.59,0.59,0.81,1.85
121635.4502073,0.59,0.59,0.82,1.82
121635.5041921,0.59,0.59,0.81,1.85
121635.5588457,0.59,0.59,0.82,1.82
121635.6195883,0.59,0.59,0.82,1.82
121635.6858831,0.59,0.59,0.82,1.82
121635.7373006,0.59,0.59,0.82,1.82
121635.789302,0.59,0.59,0.8,1.85
121635.8462074,0.59,0.59,0.81,1.83
121635.9019756,0.59,0.59,0.82,1.82
121635.9568704,0.59,0.59,0.82,1.82
121636.0197932,0.59,0.59,0.8,1.85
121636.078261,0.59,0.59,0.81,1.83
121636.1328967,0.59,0.59,0.82,1.82
121636.1966738,0.59,0.59,0.82,1.82
121636.2573354,0.59,0.59,0.82,1.82
121636.3085972,0.59,0.59,0.82,1.82
121636.3717633,0.59,0.59,0.8,1.85
121636.4355874,0.59,0.59,0.81,1.83
121636.5024958,0.59,0.59,0.82,1.82
121636.562219,0.59,0.59,0.82,1.82
121636.6265309,0.59,0.59,0.82,1.82
121636.6893762,0.59,0.59,0.8,1.85
121636.7533681,0.59,0.6,0.83,1.8
121636.8163218,0.59,0.59,0.8,1.85
121636.8800629,0.59,0.59,0.82,1.82
121636.9436174,0.59,0.59,0.82,1.82
121636.9972311,0.59,0.59,0.82,1.82
121637.0559621,0.59,0.59,0.81,1.82
121637.1183717,0.59,0.59,0.81,1.82
121637.1818389,0.59,0.59,0.8,1.85
121637.2526534,0.59,0.59,0.8,1.86
121637.3072711,0.59,0.59,0.82,1.83
121637.3796768,0.59,0.59,0.81,1.85
121637.4434859,0.59,0.59,0.82,1.83
121637.5073189,0.59,0.59,0.82,1.82
121637.5588979,0.59,0.59,0.8,1.85
121637.6186336,0.59,0.59,0.82,1.83
121637.6749662,0.59,0.59,0.82,1.82
121637.7254525,0.59,0.59,0.82,1.82
121637.7787717,0.59,0.59,0.8,1.86
121637.8308577,0.59,0.59,0.82,1.83
121637.890784,0.59,0.59,0.82,1.83
121637.9460126,0.59,0.59,0.8,1.86
121638.0013472,0.59,0.59,0.82,1.83
121638.0543385,0.59,0.6,0.84,1.8
121638.1127139,0.59,0.59,0.82,1.82
121638.1699328,0.59,0.6,0.83,1.8
121638.2256688,0.59,0.59,0.81,1.82
121638.2885105,0.59,0.59,0.81,1.83
121638.3525048,0.59,0.59,0.81,1.83
121638.4160834,0.59,0.59,0.81,1.83
121638.4798522,0.59,0.59,0.81,1.83
121638.562769,0.59,0.59,0.81,1.83
121638.6191792,0.59,0.59,0.81,1.83
121638.6852145,0.59,0.6,0.83,1.8
121638.7426232,0.59,0.59,0.81,1.82
121638.8160434,0.59,0.59,0.81,1.83
121638.8795792,0.59,0.59,0.81,1.83
121638.9343554,0.59,0.59,0.81,1.83
121639.0065541,0.59,0.59,0.81,1.83
121639.0702301,0.59,0.59,0.81,1.83
121639.1338761,0.59,0.59,0.81,1.83
121639.1973395,0.59,0.59,0.81,1.83
121639.2614143,0.59,0.59,0.81,1.83
121639.3245854,0.59,0.59,0.81,1.83
121639.3882864,0.59,0.6,0.83,1.79
121639.4398311,0.59,0.59,0.81,1.82
121639.4914365,0.59,0.59,0.8,1.83
121639.5475212,0.59,0.59,0.81,1.83
121639.6054443,0.59,0.6,0.82,1.8
121639.6583599,0.59,0.59,0.81,1.82
121639.7272716,0.59,0.59,0.81,1.83
121639.8019509,0.59,0.59,0.81,1.83
121639.8553464,0.59,0.59,0.82,1.82
121639.911962,0.59,0.6,0.83,1.79
121639.9639552,0.59,0.59,0.81,1.81
121640.0143888,0.59,0.6,0.83,1.79
121640.0701295,0.59,0.6,0.82,1.79
121640.1238603,0.59,0.59,0.8,1.82
121640.1843342,0.6,0.59,0.8,1.83
121640.2523032,0.59,0.59,0.81,1.83
