Tiempo en seg,Referencia,Salida,Estado 1 (VC1),Control (Vi)
120338.5851089,0.59,0.56,1.0,1.84
120338.6409507,0.59,0.56,1.0,1.84
120338.7018593,0.59,0.56,1.0,1.86
120338.7657199,0.59,0.58,1.01,1.83
120338.8284086,0.59,0.59,1.02,1.82
120338.8908029,0.59,0.6,1.02,1.82
120338.9517851,0.59,0.6,1.03,1.84
120339.0143127,0.59,0.61,1.03,1.83
120339.0760165,0.59,0.61,1.04,1.82
120339.1409522,0.59,0.6,1.05,1.83
120339.2037744,0.59,0.62,1.05,1.8
120339.2674211,0.6,0.62,1.05,1.84
120339.3296109,0.59,0.64,1.06,1.81
120339.38676,0.59,0.62,1.06,1.81
120339.4387056,0.59,0.63,1.07,1.81
120339.5013446,0.59,0.63,1.07,1.8
120339.5640522,0.59,0.65,1.08,1.8
120339.6199147,0.59,0.64,1.08,1.78
120339.683161,0.59,0.65,1.08,1.79
120339.7467591,0.59,0.65,1.08,1.79
120339.7985123,0.59,0.65,1.08,1.79
120339.8605271,0.59,0.64,1.08,1.78
120339.9117533,0.59,0.64,1.09,1.79
120339.9741172,0.59,0.65,1.09,1.77
120340.0365773,0.6,0.65,1.09,1.81
120340.0996524,0.59,0.64,1.09,1.79
120340.1631186,0.59,0.66,1.09,1.76
120340.2159098,0.59,0.65,1.1,1.79
120340.2781905,0.59,0.65,1.11,1.76
120340.3418571,0.59,0.66,1.1,1.78
120340.403055,0.59,0.67,1.1,1.78
120340.4670927,0.59,0.66,1.09,1.78
120340.5286509,0.59,0.66,1.1,1.78
120340.5875144,0.59,0.65,1.1,1.76
120340.650652,0.59,0.65,1.09,1.77
120340.7128063,0.59,0.65,1.1,1.78
120340.7695625,0.59,0.67,1.12,1.77
120340.8268691,0.59,0.65,1.1,1.76
120340.888845,0.59,0.65,1.11,1.78
120340.9516889,0.59,0.66,1.11,1.78
120341.0146098,0.59,0.65,1.11,1.78
120341.065707,0.59,0.65,1.11,1.78
120341.1289727,0.59,0.65,1.11,1.78
120341.1929338,0.59,0.65,1.11,1.78
120341.2538882,0.59,0.65,1.11,1.76
120341.3054547,0.59,0.65,1.11,1.78
120341.3686419,0.59,0.65,1.11,1.76
120341.43251,0.59,0.65,1.12,1.77
120341.4945609,0.59,0.65,1.11,1.78
120341.556602,0.59,0.65,1.11,1.76
120341.6199282,0.59,0.65,1.12,1.75
120341.6857365,0.59,0.66,1.11,1.76
120341.7487296,0.59,0.66,1.11,1.77
120341.814686,0.59,0.65,1.11,1.78
120341.869908,0.59,0.66,1.12,1.75
120341.9320718,0.59,0.65,1.11,1.76
120341.9942751,0.59,0.66,1.11,1.75
120342.0560495,0.59,0.67,1.12,1.77
120342.1179963,0.59,0.67,1.12,1.75
120342.1799555,0.59,0.66,1.12,1.77
120342.2426489,0.59,0.67,1.12,1.77
120342.3051223,0.59,0.66,1.12,1.77
120342.3671042,0.59,0.67,1.12,1.75
120342.4246241,0.59,0.66,1.12,1.77
120342.4884534,0.59,0.66,1.13,1.77
